CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados
'1560751',VC-GOIANIA','29170103000181',1,2,0,2,"CÓDIGO: 6172311, CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561, CÓDIGO: 6132939"
'1579390',VC-GOIOERE','35078798000250',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1520485',VC-GRAMADO-CANELA','30183192000180',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1631234',VC-GUAJARA-MIRIM','39980148000175',0,2,0,0,"CÓDIGO: 6120895, CÓDIGO: 6111677"
'1628165',VC-GUAMA','43610545000122',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1465085',VC-GUAPORE','87863239000173',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1558755',VC-GUARABIRA','07522017000158',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1511034',VC-GUARAPARI','31289099000117',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1636861',VC-GUARAPUAVA','42708639000176',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1631425',VC-GUARATINGUETA','43235050000160',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1097614',VC-GUARULHOS','08488107000132',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1630008',VC-GURUPI (MA)','14635802000182',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1650120',VC-GURUPI (TO)','20350824000107',0,3,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6054178, CÓDIGO: 6132939"
'1612447',VC-IBAITI','57632705000149',0,3,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1646039',VC-IBIAPABA','07516997000267',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1534257',VC-IGUATEMI','17344242000103',0,3,0,0,"CÓDIGO: 6054157, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1623754',VC-IGUATU','43067356000155',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1621980',VC-IJUI','11380954000193',2,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1631106',VC-ILHEUS-ITABUNA','43190860000148',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1644207',VC-IMPERATRIZ','44814271000156',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1607406',VC-IPORA','41672912000197',0,2,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561"
'1625669',VC-IPU','37657205000154',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1569690',VC-IRATI','12613869000190',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1591831',VC-IRECE','35592489000112',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1633927',VC-ITABAIANA','33040368000132',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1626627',VC-ITABERABA','43471962000131',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1650933',VC-ITACOATIARA','21921392000100',0,2,0,1,"CÓDIGO: 8020791, CÓDIGO: 6111677, CÓDIGO: 8018790"
'1566671',VC-ITAGUAI','17264713000165',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1635861',VC-ITAITUBA','43830618000191',0,2,0,1,"CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1638131',VC-ITAJAI','41830788000140',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1632852',VC-ITAJUBA','37075048000179',0,2,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677"
'1527471',VC-ITAMARACA','16432842000152',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1650873',VC-ITANHAEM','41163477000175',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1627079',VC-ITAPARICA','41784336000170',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1646909',VC-ITAPECERICA SERR','43145458000141',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1633199',VC-ITAPECURU MIRIM','21794127000108',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1620516',VC-ITAPEMIRIM','23612557000189',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1610303',VC-ITAPERUNA','13413580000190',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1629613',VC-ITAPETINGA','28254675000186',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1556870',VC-ITAPETININGA','24798411000132',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1638258',VC-ITAPEVA','29314741000129',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1628637',VC-ITAPIPOCA','29143863000361',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1628637',VC-ITAPORANGA','29143863000361',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1649231',VC-ITUIUTABA','35593905000105',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1541025',VC-ITUPORANGA','28335994000116',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1645058',VC-ITUVERAVA','19667248000139',0,2,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677"
'1540917',VC-IVAIPORA','34455112000159',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1628689',VC-JABOTICABAL','24041066000198',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1615119',VC-JACAREZINHO','34497911000198',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1626346',VC-JACOBINA','41765099000108',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1197409',VC-JAGUARAO','10558357000143',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1194122',VC-JAGUARIAIVA','10544936000137',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1569727',VC-JALAPAO','07296786000185',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054158"
'1635147',VC-JALES','31120726000191',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1606742',VC-JAPARATUBA','15190486000145',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1617511',VC-JAU','23467980000132',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1629665',VC-JAURU','33270996000104',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1645416',VC-JEQUIE','30019393000146',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1636866',VC-JEREMOABO','16543216000133',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1649085',VC-JI-PARANA','44843466000124',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6120895, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1614839',VC-JOACABA','40696748000195',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1630978',VC-JOAO PESSOA','39539318000180',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1646095',VC-JOINVILLE','35779912000198',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1576465',VC-JUAZEIRO','33545512000192',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1643219',VC-JUIZ DE FORA','21526470000163',0,2,0,0,"CÓDIGO: 6187066, CÓDIGO: 6111677"
'1635998',VC-JUNDIAI','28997644000115',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1543280',VC-LAGOS','21251362000125',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1201134',VC-LAJEADO-ESTRELA','94853876000124',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1522880',VC-LAPA','31395654000195',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190"
'1641844',VC-LENCOIS MARANHEN','11162624000555',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1267664',VC-LI CAMOCI E ACAR','10400184000130',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1631131',VC-LIMEIRA','43391122000169',2,3,0,0,"CÓDIGO: 6172139, CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1615755',VC-LINHARES','69005858000145',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1643786',VC-LINS','78457454000183',1,3,0,0,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1645648',VC-LIT NTE ALAGOANO','42817782000104',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1592337',VC-LIT OCID MARANHE','35555222000155',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1554064',VC-LITORAL ARACATI','20839372000113',0,1,0,0,CÓDIGO: 6111677
'1645559',VC-LITORAL LAGUNAR','24863231000197',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1634124',VC-LITORAL NORTE','43453062000161',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1645310',VC-LITORAL PIAUIENS','37972053000184',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1546070',VC-LITORAL SUL (PB)','34366578000188',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1605012',VC-LITORAL SUL (RN)','41516582000140',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1628875',VC-LONDRINA','22849232000151',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1628773',VC-MACACU-CACERIBU','34284401000132',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1532882',VC-MACAE','31199466000191',1,2,0,1,"CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1514716',VC-MACAIBA','13097272000101',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1627736',VC-MACAPA','28839854000185',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1632361',VC-MACEIO','42962930000176',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1649381',VC-MADEIRA','19758842000569',0,3,0,1,"CÓDIGO: 6120895, CÓDIGO: 8020791, CÓDIGO: 6111677, CÓDIGO: 8018790"
'1640502',VC-MANAUS','41825558000193',0,3,0,0,"CÓDIGO: 6180473, CÓDIGO: 6111677, CÓDIGO: 6187022"
'1626435',VC-MANHUACU','43448342000181',0,2,0,1,"CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1514803',VC-MARABA','63873012000140',0,1,0,1,"CÓDIGO: 6111677, CÓDIGO: 6160545"
'1614983',VC-MARILIA','04846880000172',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1639963',VC-MARINGA','40945626000195',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054178, CÓDIGO: 6054190"
'1507451',VC-MATA ALAGOANA','12662186000123',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1625451',VC-MED PARNAI PIAUI','21791704000108',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1650443',VC-MEDIO ARAGUAIA','06204909000148',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6135560, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1597534',VC-MEDIO CAPIBARIBE','19260316000140',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1646926',VC-MEDIO CURU','40414564000195',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1628574',VC-MEDIO MEARIM','33443356000159',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1641121',VC-MEIA PONTE','23801523000132',1,2,0,0,"CÓDIGO: 6172311, CÓDIGO: 6135560, CÓDIGO: 6111677"
'1616210',VC-MERUOCA','38400771000149',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1649808',VC-MIRACEMA TOCANTI','45153055000170',0,2,0,1,"CÓDIGO: 6111677, CÓDIGO: 6054158, CÓDIGO: 6160545"
'1647979',VC-MOJI DAS CRUZES','22861820000100',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1623678',VC-MOJI-MIRIM','35079908000206',2,3,0,0,"CÓDIGO: 6172139, CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1632011',VC-MONTANHA','21345166000110',0,2,0,0,"CÓDIGO: 6187066, CÓDIGO: 6111677"
'1629847',VC-MONTENEGRO','42449178000164',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1639670',VC-MOSSORO','44254094000109',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1601151',VC-MTA MERID PERNAM','30895373000139',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1524364',VC-MTA SETEN PERNAM','16432842000152',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1519644',VC-N SENHORA DORES','22491677000102',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1505237',VC-NAO-ME-TOQUE','91495549008991',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1631804',VC-NATAL','33494553000105',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677"
'1629353',VC-NHANDEARA','41824783000105',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1520860',VC-NORTE ARAGUAIA','28302504000185',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6135560, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1624983',VC-NOVA ANDRADINA','36779877000170',0,3,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1562507',VC-NOVA FRIBURGO','17588407000184',2,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6112143, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1453296',VC-NOVA VENECIA','39376280000172',0,2,0,0,"CÓDIGO: 6187066, CÓDIGO: 6111677"
'1628265',VC-NOVO HORIZONTE','43287674000121',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1465701',VC-OBIDOS','20539491000150',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1465701',VC-OIAPOQUE','20539491000150',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1648063',VC-OSASCO','52637311000321',1,3,0,0,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1632961',VC-OSORIO','42994860000138',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1634985',VC-OURINHOS','20205619000140',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1600786',VC-PACAJUS','23726979000185',1,2,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6185568"
'1637471',VC-PAJEU','39610317000185',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1551546',VC-PALMAS','81750697000110',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1632378',VC-PALMEIRA INDIOS','41362473000116',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1541887',VC-PARAGOMINAS','15808725000188',0,1,0,0,CÓDIGO: 6111677
'1549752',VC-PARAIB/PARAITING','11186872000102',0,2,0,1,"CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1640916',VC-PARANAGUA','09236459000163',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1650701',VC-PARANAIBA','43205660000111',0,3,0,0,"CÓDIGO: 6135560, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1626928',VC-PARANATINGA','75911438001798',1,2,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1635267',VC-PARANAVAI','30587294000160',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1626842',VC-PARAUAPEBAS','23732026000120',0,1,0,1,"CÓDIGO: 6111677, CÓDIGO: 6160545"
'1641606',VC-PARECIS','43941971000149',1,3,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1638308',VC-PARINTINS','21256803000181',0,2,0,1,"CÓDIGO: 8020791, CÓDIGO: 6111677, CÓDIGO: 8018790"
'1648437',VC-PASSO FUNDO','18175803000142',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1552399',VC-PASSOS','32540401000120',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1622290',VC-PATO BRANCO','00190192000146',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1644605',VC-PATOS','33040368000132',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1570003',VC-PATOS DE MINAS','27231779000102',0,1,0,0,CÓDIGO: 6111677
'1532742',VC-PATROCINIO','26962434000166',0,2,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677"
'1596875',VC-PAU DOS FERROS','40139526000171',0,1,0,0,CÓDIGO: 6111677
'1641451',VC-PAULO AFONSO','11510931000156',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1640345',VC-PELOTAS','94301512000808',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1485195',VC-PENEDO','08423048000114',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1615059',VC-PETROLINA','41003343000197',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1627821',VC-PIANCO','40493186000182',0,2,0,0,"CÓDIGO: 6054188, CÓDIGO: 6111677"
'1642127',VC-PICOS','37739155000154',2,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1489316',VC-PIEDADE','30963218000102',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1638276',VC-PINDARE','29794683000188',1,2,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1648799',VC-PIO IX','43940813000174',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1628235',VC-PIRACICABA','19668644000180',1,3,0,1,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1645027',VC-PIRASSUNUNGA','43645758000190',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1532362',VC-PIRES DO RIO','37020260000139',0,2,0,2,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561, CÓDIGO: 6132939"
'1558484',VC-PITANGA','32171114000190',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190"
'1618185',VC-POCOS DE CALDAS','41256599000106',0,3,0,0,"CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1595667',VC-PONTA GROSSA','27138363000144',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054180"
'1645529',VC-PORANGATU','35195340000108',0,2,0,0,"CÓDIGO: 6135560, CÓDIGO: 6111677"
'1398852',VC-PORECATU','15367149000180',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1398852',VC-PORTEL','15367149000180',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1640631',VC-PORTO ALEGRE','42503385000150',1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6111677, CÓDIGO: 6054205"
'1189281',VC-PORTO FRANCO','08433250000127',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178"
'1228799',VC-PORTO NACIONAL','10625553000193',0,2,0,1,"CÓDIGO: 6111677, CÓDIGO: 6054158, CÓDIGO: 6160545"
'1637019',VC-PORTO SEGURO','42030313000132',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1642276',VC-PORTO VELHO','44769844000177',0,4,0,1,"CÓDIGO: 6054187, CÓDIGO: 6120895, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1601755',VC-POUSO ALEGRE','41385114000184',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1627575',VC-PRESIDE PRUDENTE','38247195000141',1,2,0,1,"CÓDIGO: 6054172, CÓDIGO: 6111677, CÓDIGO: 6054180, CÓDIGO: 6135552"
'1649622',VC-PRESIDENTE DUTRA','45159261000197',1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677"
'1626448',VC-PRIMAVERA LESTE','28061824000190',1,2,0,1,"CÓDIGO: 6054184, CÓDIGO: 6054187, CÓDIGO: 6111677, CÓDIGO: 6132938"
'1625415',VC-PROPRIA','37273566000105',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1633673',VC-PRUDENTOPOLIS','11380954000193',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054190"
'1630994',VC-QUIRINOPOLIS','40932866000155',0,2,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561"
'1627227',VC-RECIFE','40166451000118',1,3,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1620351',VC-REDENCAO','23732026000120',0,3,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6054178, CÓDIGO: 6160545"
'1649609',VC-REGISTRO','25126659000110',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054180"
'1446938',VC-RESTINGA SECA','26181647000150',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054205"
'1634715',VC-RIBEIRA D POMBAL','34375501000174',1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6111677, CÓDIGO: 6054178"
'1649386',VC-RIBEIRAO PRETO','27101942000112',1,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1641040',VC-RIO BRANCO','24627814000119',0,3,0,0,"CÓDIGO: 6120895, CÓDIGO: 6165750, CÓDIGO: 6111677"
'1562533',VC-RIO CLARO','12787111000179',2,3,0,0,"CÓDIGO: 6172139, CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6111677, CÓDIGO: 6054180"
'1625534',VC-RIO DE JANEIRO','37181861000123',1,2,0,1,"CÓDIGO: 6187067, CÓDIGO: 6187066, CÓDIGO: 6111677, CÓDIGO: 6162599"
'1635721',VC-RIO DO SUL','11456823000142',1,3,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190, CÓDIGO: 6054205"
'1549874',VC-RIO FORMOSO','31496683000143',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054158"
'1549874',VC-RIO NEGRO (AM)','31496683000143',0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054158"
'1626286',VC-RIO NEGRO (PR)','42533575000110',1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6111677, CÓDIGO: 6054190"
'1649915',VC-RIO PRETO DA EVA','21921392000100',0,2,0,1,"CÓDIGO: 8020791, CÓDIGO: 6111677, CÓDIGO: 8018790"
'1642832',VC-RIO VERMELHO','15006573000108',0,2,0,1,"CÓDIGO: 6135560, CÓDIGO: 6111677, CÓDIGO: 6135561"
